RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1120,15601120,Davis,701,France,Male,42,3,0,1,0,1,8785.68,0
1121,15601121,Hall,793,Spain,Female,38,1,0,2,0,1,99231.24,0
1122,15601122,Green,360,Spain,Female,47,10,140436.31,1,1,1,13398.01,1
1123,15601123,Bell,533,France,Male,53,1,0,1,0,1,131971.37,0
1124,15601124,Edwards,484,France,Male,25,9,109181.38,1,0,1,26652.0,0
1125,15601125,Smith,540,France,Male,48,9,137324.63,2,1,0,172112.28,0
1126,15601126,Thomas,689,France,Female,46,3,33771.28,2,0,0,133415.31,0
1127,15601127,Wilson,790,Germany,Female,18,9,49535.85,1,1,0,165590.89,0
1128,15601128,Cox,571,France,Female,34,6,16639.66,3,1,1,121287.3,0
1129,15601129,Richardson,814,France,Female,26,2,67921.75,2,0,1,119964.48,0
1130,15601130,Edwards,393,Spain,Male,23,10,0,1,1,1,167260.5,0
1131,15601131,Robinson,787,Germany,Female,21,9,176859.89,2,0,1,67420.19,0
1132,15601132,Hall,622,Spain,Male,50,4,160989.13,2,0,1,185357.85,0
1133,15601133,Lee,639,France,Female,40,10,0,1,0,0,160445.14,0
1134,15601134,Thomas,701,Spain,Female,45,3,201527.35,1,1,0,41154.42,0
1135,15601135,Hall,443,Germany,Female,29,4,233796.14,1,1,0,50513.9,0
1136,15601136,Edwards,551,France,Male,44,4,232673.37,4,1,1,39845.78,1
1137,15601137,Green,671,Germany,Male,27,1,0,2,0,0,169430.34,0
1138,15601138,Edwards,624,France,Male,38,10,0,2,0,0,22295.86,0
1139,15601139,Cooper,491,France,Male,38,9,190414.37,1,0,0,4601.95,0
1140,15601140,Cox,462,France,Female,50,3,0,1,1,1,24921.86,0
1141,15601141,Scott,463,France,Male,54,4,0,1,1,1,42685.07,1
1142,15601142,Garcia,559,Spain,Female,22,2,187399.45,2,1,0,108254.17,0
1143,15601143,Murphy,601,France,Female,31,9,103096.16,1,0,0,120190.81,0
1144,15601144,King,436,Germany,Male,47,3,85410.83,1,1,0,75893.14,0
1145,15601145,Johnson,701,Germany,Male,34,0,103328.77,1,1,1,144833.45,0
1146,15601146,Garcia,573,France,Male,34,4,97982.74,2,0,0,170724.66,0
1147,15601147,Rogers,621,Germany,Male,46,3,31593.4,1,0,1,15861.14,0
1148,15601148,Adams,426,France,Female,35,4,0,1,0,0,46370.28,1
1149,15601149,Brown,643,Spain,Male,34,6,0,2,0,0,13486.71,1
1150,15601150,Taylor,623,France,Female,47,8,192606.47,1,0,0,157378.22,1
1151,15601151,Anderson,742,France,Male,18,6,0,1,0,0,172332.78,0
1152,15601152,Stewart,750,France,Male,36,7,0,1,0,0,196564.07,0
1153,15601153,Lewis,585,Spain,Female,32,8,184296.39,2,1,1,150323.48,0
1154,15601154,Scott,435,Spain,Female,27,2,0,2,1,1,23116.61,0
1155,15601155,King,542,France,Male,34,0,61736.9,2,1,0,129813.45,0
1156,15601156,Lee,422,France,Male,43,7,70700.79,2,1,0,92662.59,0
1157,15601157,Brown,475,Germany,Male,36,7,228254.09,2,0,1,70959.68,0
1158,15601158,Nelson,370,Germany,Female,40,1,0,3,0,0,198412.54,1
1159,15601159,Rivera,637,France,Male,22,5,15793.56,2,1,1,124354.24,0
1160,15601160,Brown,760,Spain,Male,36,7,192038.2,2,0,0,186583.28,0
1161,15601161,Bell,715,France,Female,47,3,32365.5,1,0,0,60587.85,0
1162,15601162,Thomas,564,Spain,Female,50,2,112458.76,4,0,0,198197.95,1
1163,15601163,Williams,485,Spain,Male,41,2,231957.23,1,1,1,123359.47,0
1164,15601164,Nelson,839,Germany,Female,58,10,169585.96,2,1,0,45247.04,1
1165,15601165,Nelson,489,France,Female,20,6,22308.78,2,1,0,164809.64,0
1166,15601166,Jackson,800,Germany,Female,37,2,232252.39,2,1,1,83861.88,0
1167,15601167,Garcia,474,France,Female,50,5,0,1,1,0,82848.25,0
1168,15601168,Hall,830,France,Female,32,3,126764.79,3,1,0,81067.38,0
1169,15601169,Lewis,474,Spain,Male,30,9,0,1,0,0,108075.35,0
1170,15601170,Garcia,828,Germany,Male,48,0,0,1,1,1,133210.5,1
1171,15601171,Anderson,807,France,Male,49,0,157447.2,1,0,1,164834.02,0
1172,15601172,Clark,653,France,Male,40,9,0,2,1,0,128692.1,0
1173,15601173,Miller,604,Spain,Female,56,10,49073.56,2,1,1,130696.98,0
1174,15601174,Scott,763,Germany,Female,40,10,0,1,0,0,15900.69,0
1175,15601175,Davis,425,France,Female,48,4,194888.01,2,1,1,81979.86,0
1176,15601176,Bell,832,Spain,Female,48,3,224941.51,1,1,0,69022.12,1
1177,15601177,Harris,549,France,Female,18,5,117906.94,2,1,1,191606.3,0
1178,15601178,Bailey,444,France,Male,42,4,109792.25,4,0,0,176838.52,1
1179,15601179,Rogers,603,Germany,Male,35,0,161569.11,2,1,1,558.99,0
1180,15601180,Mitchell,453,France,Female,26,10,168079.75,2,1,0,86990.81,0
1181,15601181,Williams,582,Germany,Female,20,0,0,2,0,1,165906.29,0
1182,15601182,Baker,818,Germany,Male,32,5,0,1,0,0,133685.26,0
1183,15601183,Wright,485,France,Male,60,7,0,1,0,1,107052.88,0
1184,15601184,Scott,358,Spain,Female,43,9,169195.41,2,1,0,171042.02,0
1185,15601185,King,637,Spain,Male,30,10,113080.12,1,1,0,19901.67,0
1186,15601186,Cooper,482,France,Female,35,10,0,1,0,1,19530.58,0
1187,15601187,Robinson,627,Spain,Male,42,1,0,1,1,0,22683.57,0
1188,15601188,Davis,606,Germany,Female,39,8,39303.4,1,0,1,157796.52,0
1189,15601189,King,762,France,Female,33,9,203050.08,1,0,0,29171.38,1
1190,15601190,Bailey,623,France,Female,18,0,91643.39,2,0,1,42479.52,0
1191,15601191,Cook,597,Germany,Male,53,10,234111.09,2,1,1,64448.23,0
1192,15601192,Williams,368,France,Male,34,9,95301.15,3,1,1,149943.79,1
1193,15601193,Walker,791,France,Male,44,8,193870.04,2,1,0,124988.95,1
1194,15601194,Cook,512,France,Female,25,4,0,3,0,1,163134.67,0
1195,15601195,Clark,524,Germany,Male,46,7,0,1,1,1,36963.28,1
1196,15601196,Martinez,826,Spain,Male,35,5,37209.8,2,1,0,36531.88,0
1197,15601197,Garcia,468,France,Female,43,8,0,2,1,1,20096.81,0
1198,15601198,Williams,509,Germany,Female,26,1,0,1,0,0,189790.22,0
1199,15601199,Miller,806,France,Female,40,1,73427.74,2,0,0,66817.77,1
1200,15601200,Stewart,708,Germany,Male,27,7,62420.29,1,0,1,1068.78,0
1201,15601201,Clark,645,Germany,Male,29,6,60641.8,1,1,1,27251.08,0
1202,15601202,Scott,816,Spain,Female,37,3,157932.36,2,1,1,302.08,0
1203,15601203,Morris,447,Spain,Male,20,9,38794.54,1,0,0,199621.51,0
1204,15601204,Cooper,386,Spain,Male,28,3,0,1,0,0,165989.87,1
1205,15601205,Miller,524,France,Male,45,1,218512.27,1,1,1,132622.86,0
1206,15601206,Wilson,455,France,Male,48,10,215947.26,2,1,1,9797.33,1
1207,15601207,Baker,431,France,Male,36,3,109217.04,1,1,0,85233.9,1
1208,15601208,Cox,621,France,Female,24,5,0,1,1,1,192694.81,0
1209,15601209,Nelson,462,France,Male,44,7,102299.6,2,0,0,53541.63,0
1210,15601210,Harris,703,France,Female,37,6,14871.89,2,0,1,50426.52,0
1211,15601211,Bell,826,Spain,Male,18,0,0,2,1,1,303.66,0
1212,15601212,Miller,725,France,Female,18,4,0,1,1,1,19227.73,0
1213,15601213,Thomas,805,France,Male,42,3,137796.64,1,0,0,20648.09,0
1214,15601214,Jackson,560,Germany,Male,29,7,108966.37,1,1,0,44153.8,1
1215,15601215,Young,399,France,Male,45,4,164324.61,2,0,1,184707.37,0
1216,15601216,Garcia,762,France,Male,31,0,0,1,0,1,163409.06,0
1217,15601217,Scott,804,France,Male,29,9,76640.79,1,1,1,111258.33,0
1218,15601218,Richardson,399,Germany,Male,36,10,0,1,0,0,39179.05,1
1219,15601219,Martinez,501,France,Female,37,1,184178.52,1,1,1,30794.54,1
1220,15601220,Anderson,592,France,Male,42,5,0,2,1,0,16975.42,1
1221,15601221,Jones,428,France,Female,39,4,181287.28,2,1,1,31488.01,0
1222,15601222,Collins,688,Spain,Female,55,6,51312.4,1,1,1,121256.26,0
1223,15601223,Howard,777,France,Female,32,7,232539.42,1,0,0,45954.76,0
1224,15601224,Davis,636,France,Male,53,0,134309.06,1,0,0,181594.49,0
1225,15601225,Rogers,628,Germany,Male,32,8,0,1,0,0,8814.45,0
1226,15601226,Moore,421,Germany,Male,35,10,0,1,1,0,147545.71,0
1227,15601227,Anderson,698,France,Female,53,0,196073.02,2,0,0,64504.74,0
1228,15601228,Cook,649,France,Male,40,7,0,2,1,0,157489.7,0
1229,15601229,Rogers,363,Spain,Female,31,8,164945.69,1,0,0,120069.77,0
1230,15601230,Nelson,497,France,Male,50,2,52173.99,2,0,1,75893.38,1
1231,15601231,Green,589,France,Male,44,3,100694.98,1,1,0,81040.51,0
1232,15601232,Lee,561,France,Female,37,8,64682.74,2,1,1,164311.53,0
1233,15601233,King,723,France,Male,34,3,67693.57,2,1,1,157301.2,1
1234,15601234,Reed,748,Spain,Male,34,2,0,1,0,1,50569.77,0
1235,15601235,Edwards,818,Spain,Male,35,10,52586.82,2,0,0,75621.94,0
1236,15601236,Parker,681,France,Female,53,3,0,2,1,0,104346.31,0
1237,15601237,Bell,724,France,Female,41,6,0,2,1,0,20828.17,0
1238,15601238,Harris,392,France,Male,43,6,79990.08,1,1,1,151528.71,0
1239,15601239,Williams,445,France,Male,35,8,0,3,0,0,93969.02,1
1240,15601240,Clark,791,France,Male,27,3,185387.22,2,0,1,66315.49,0
1241,15601241,Baker,662,Germany,Male,32,4,0,2,0,0,183291.26,0
1242,15601242,Cox,771,France,Female,28,9,85617.71,1,0,0,161185.78,1
1243,15601243,Rivera,657,France,Female,33,8,21599.28,1,0,0,98518.38,1
1244,15601244,Morgan,515,Germany,Male,19,6,215155.25,3,1,1,198277.03,1
1245,15601245,Mitchell,789,France,Male,43,0,0,1,1,0,109949.17,0
1246,15601246,Parker,823,France,Female,37,5,123345.52,1,1,0,192066.95,0
1247,15601247,Smith,801,Spain,Male,26,5,0,1,0,0,174163.27,0
1248,15601248,Stewart,496,France,Female,45,3,65523.88,1,0,0,151301.37,0
1249,15601249,Anderson,767,Spain,Male,27,1,0,1,0,0,51036.17,1
1250,15601250,Richardson,788,Spain,Male,29,8,138665.21,1,1,0,155600.41,0
1251,15601251,Carter,829,France,Female,53,8,0,1,0,0,188763.14,0
1252,15601252,Brown,616,Germany,Female,33,6,105479.28,2,0,1,30807.0,0
1253,15601253,Walker,831,Spain,Male,53,4,225398.47,2,0,1,114408.95,0
1254,15601254,Carter,567,Germany,Male,32,9,60606.07,1,0,0,48426.98,0
1255,15601255,Smith,756,Spain,Female,38,3,124452.85,2,0,1,9234.81,0
1256,15601256,Young,664,Spain,Male,28,1,170086.18,2,0,1,198630.71,0
1257,15601257,Jones,761,France,Male,51,7,248054.58,1,1,1,173910.97,0
1258,15601258,Edwards,678,Spain,Female,30,1,0,2,1,1,127354.82,0
1259,15601259,Wilson,519,Spain,Female,48,4,146675.57,2,0,0,21680.48,0
1260,15601260,Jackson,500,Germany,Female,38,6,145339.63,1,0,1,31008.78,0
1261,15601261,Baker,741,France,Male,33,3,84280.42,2,0,1,134028.09,0
1262,15601262,Young,682,France,Male,32,10,225295.78,2,1,0,179444.6,0
1263,15601263,Bell,410,Germany,Female,30,2,107495.42,2,0,1,132182.68,1
1264,15601264,Edwards,545,Spain,Female,47,6,161284.68,1,1,1,19660.26,0
1265,15601265,Wilson,742,France,Female,18,1,0,1,0,0,117522.6,0
1266,15601266,Mitchell,489,Spain,Male,24,0,0,2,0,0,133542.09,0
1267,15601267,Rogers,550,Germany,Female,40,6,0,2,1,0,9593.9,1
1268,15601268,Parker,378,Spain,Female,38,1,80328.3,2,1,0,90630.31,0
1269,15601269,Cook,617,France,Female,28,0,0,1,0,1,88133.07,0
1270,15601270,Wright,433,France,Female,26,2,184245.09,1,0,0,68915.1,0
1271,15601271,Garcia,731,Germany,Female,57,2,145701.13,1,1,0,79459.77,1
1272,15601272,Collins,484,France,Male,26,3,0,3,1,1,142981.71,1
1273,15601273,Allen,818,Germany,Male,18,7,12553.93,2,0,0,15729.0,0
1274,15601274,King,407,France,Female,41,3,208040.17,1,1,1,109223.71,0
1275,15601275,King,412,France,Female,50,4,83703.58,2,0,1,9567.79,0
1276,15601276,Lewis,611,France,Male,43,6,76094.03,1,0,1,166395.77,0
1277,15601277,Collins,405,Germany,Female,36,8,0,1,0,0,175631.1,0
1278,15601278,Morris,624,Germany,Male,25,10,56412.49,4,0,1,146907.14,0
1279,15601279,Cooper,701,Spain,Male,37,3,219935.98,2,0,1,81688.81,0
1280,15601280,Stewart,734,France,Male,18,7,198545.84,2,1,1,136147.64,0
1281,15601281,Baker,594,Spain,Female,44,6,134386.57,2,0,1,152904.18,0
1282,15601282,Wilson,393,Spain,Male,28,2,63737.97,2,0,1,135748.04,0
1283,15601283,Smith,747,France,Female,51,6,146663.63,2,0,0,196333.24,1
1284,15601284,Stewart,553,Germany,Male,31,8,151751.85,1,1,1,156666.48,0
1285,15601285,Anderson,414,Germany,Male,47,9,0,2,1,1,101474.14,0
1286,15601286,Martinez,502,Germany,Female,22,9,132929.35,2,1,1,90375.68,0
1287,15601287,Baker,842,Germany,Male,33,5,0,2,1,1,95522.74,0
1288,15601288,Bell,445,France,Female,26,4,0,2,1,1,122086.31,0
1289,15601289,Collins,426,Germany,Female,21,2,0,2,0,1,198830.97,1
1290,15601290,Morgan,622,France,Male,36,6,164451.87,2,1,0,139098.62,0
1291,15601291,Bell,808,Germany,Female,26,10,0,2,0,1,179947.75,0
1292,15601292,Richardson,525,Germany,Female,46,4,53813.45,2,1,0,28079.73,0
1293,15601293,Reed,500,France,Male,33,8,187446.53,2,0,0,109237.57,0
1294,15601294,Stewart,828,France,Female,33,2,72574.82,3,0,1,144481.95,0
1295,15601295,Taylor,817,Germany,Female,43,6,0,2,1,1,20453.77,0
1296,15601296,Mitchell,404,Spain,Female,48,5,97793.01,2,1,1,189908.86,0
1297,15601297,Johnson,662,France,Female,38,4,0,2,0,0,185257.61,1
1298,15601298,Nelson,656,France,Male,28,3,135170.22,2,1,0,17211.97,0
1299,15601299,Wright,507,France,Female,28,5,0,1,0,1,95173.62,0
1300,15601300,Parker,399,France,Female,39,7,0,3,1,0,139423.45,0
1301,15601301,Miller,495,Germany,Male,46,7,101903.77,4,1,0,121014.38,0
1302,15601302,Cox,594,France,Female,39,2,66402.38,2,1,1,32566.38,1
1303,15601303,Hall,635,Germany,Female,18,9,131545.46,1,1,1,59735.91,0
1304,15601304,Carter,711,France,Female,49,10,77107.3,2,1,1,159316.85,0
1305,15601305,Rivera,780,Spain,Male,28,9,228516.82,2,1,1,5090.24,0
1306,15601306,Smith,801,France,Male,36,4,0,2,0,0,191685.54,0
1307,15601307,Davis,759,France,Female,37,5,125327.01,2,1,0,136397.54,0
1308,15601308,Lewis,785,Spain,Female,37,6,150744.04,2,1,0,84617.97,0
1309,15601309,Adams,718,Germany,Female,37,5,213031.18,2,1,1,41837.75,0
1310,15601310,Parker,461,Germany,Male,37,8,0,1,0,0,40043.98,1
1311,15601311,Morgan,353,Spain,Male,52,1,134701.74,2,0,1,69006.41,0
1312,15601312,Howard,591,France,Male,42,10,119446.59,2,1,1,64175.22,0
1313,15601313,Young,637,Spain,Female,40,9,236113.05,2,1,1,179924.69,0
1314,15601314,Cooper,402,France,Male,41,7,240484.14,1,1,0,39672.03,0
1315,15601315,Cooper,461,Germany,Male,58,5,0,3,0,1,176306.48,0
1316,15601316,Cooper,568,Germany,Male,30,10,82767.65,1,0,1,130663.03,0
1317,15601317,Lee,754,Spain,Male,26,4,110290.09,2,1,0,32320.83,0
1318,15601318,Lee,832,France,Female,58,4,217703.96,3,1,0,36100.23,1
1319,15601319,Morris,574,France,Male,31,5,69157.44,2,1,0,42854.93,0
1320,15601320,Walker,420,Spain,Male,39,2,45817.5,2,0,0,158643.15,0
1321,15601321,Cooper,791,France,Male,46,4,192639.22,2,1,1,69867.49,0
1322,15601322,Richardson,719,Spain,Female,55,10,0,2,1,0,159734.74,0
1323,15601323,Howard,370,France,Female,44,6,164897.64,2,1,0,92045.74,1
1324,15601324,Anderson,838,France,Male,35,0,196946.76,1,1,0,18504.83,0
1325,15601325,Clark,684,Germany,Male,54,0,148371.8,1,1,0,121739.39,1
1326,15601326,Wright,374,Spain,Male,43,1,0,2,1,1,93313.23,0
1327,15601327,Brown,408,Spain,Male,44,1,0,1,0,1,27206.34,0
1328,15601328,Richardson,823,Spain,Female,43,3,57508.32,2,0,1,114377.43,0
1329,15601329,Hall,456,Spain,Male,18,4,0,2,1,0,20101.4,0
1330,15601330,Edwards,699,France,Male,42,5,216362.52,1,0,0,119264.84,0
1331,15601331,Johnson,780,Germany,Male,34,5,183177.81,1,0,0,143132.58,0
1332,15601332,Allen,415,Germany,Female,27,0,0,2,0,1,38159.22,0
1333,15601333,Edwards,517,Spain,Female,29,3,0,1,0,0,28178.06,0
1334,15601334,Brown,566,France,Male,58,7,65393.63,1,0,1,143766.05,0
1335,15601335,Green,568,Germany,Male,32,4,137451.33,1,1,1,190576.27,1
1336,15601336,Murphy,673,Spain,Male,39,4,0,1,1,1,191311.12,0
1337,15601337,Howard,677,France,Female,43,1,99013.12,2,1,1,57014.86,0
1338,15601338,Lee,478,France,Male,31,2,0,1,0,0,110989.26,0
1339,15601339,Mitchell,412,France,Male,42,6,0,1,0,1,32383.36,0
1340,15601340,Collins,356,Spain,Female,21,7,35776.52,2,0,1,140858.88,0
1341,15601341,Thomas,610,France,Female,39,3,89713.43,2,1,1,193986.91,0
1342,15601342,Carter,503,France,Female,38,2,0,1,1,0,69791.63,0
1343,15601343,Murphy,531,France,Female,27,3,0,1,0,1,31325.48,0
1344,15601344,Adams,822,France,Female,30,6,0,1,0,0,166134.32,0
1345,15601345,Nelson,359,France,Female,28,4,241619.43,1,0,0,10126.12,0
1346,15601346,Bell,589,France,Female,43,0,14715.49,2,0,1,114834.38,0
1347,15601347,Bell,712,France,Male,50,8,19095.47,2,1,1,156661.79,0
1348,15601348,Carter,677,France,Male,40,3,121179.46,1,1,1,120597.46,0
1349,15601349,Miller,560,Germany,Male,43,0,126405.13,1,0,1,87381.98,1
1350,15601350,Bailey,845,Spain,Female,46,9,0,2,0,0,142295.37,0
1351,15601351,Anderson,802,France,Male,48,8,120578.03,2,0,0,82152.12,0
1352,15601352,Bell,690,Spain,Female,38,1,213908.65,2,0,0,73879.92,0
1353,15601353,Reed,642,Spain,Female,54,1,244242.71,2,1,0,163059.78,0
1354,15601354,Collins,825,France,Female,24,4,0,1,1,0,114218.2,0
1355,15601355,Mitchell,541,France,Male,33,0,0,2,1,0,165757.88,0
1356,15601356,Thomas,544,Spain,Female,36,9,106775.08,2,0,1,134866.79,0
1357,15601357,Anderson,657,Spain,Male,20,9,236384.84,2,0,1,8637.69,0
1358,15601358,Rivera,410,France,Male,40,9,111645.47,1,0,0,97503.63,0
1359,15601359,Bailey,633,Spain,Female,35,7,149448.1,2,1,0,58575.96,1
1360,15601360,Rogers,824,France,Female,27,9,100315.51,2,1,0,53135.45,0
1361,15601361,Wilson,383,France,Male,32,2,48353.74,2,0,1,55049.77,0
1362,15601362,Smith,607,Germany,Male,35,4,138309.3,2,0,1,27500.83,0
1363,15601363,Nelson,427,Germany,Female,33,0,0,1,0,0,117299.97,0
1364,15601364,Cooper,477,France,Male,34,3,0,1,1,0,68350.86,0
1365,15601365,Williams,820,France,Male,22,0,228402.34,3,1,1,28937.73,1
1366,15601366,Miller,569,France,Male,47,3,0,2,1,1,169021.03,0
1367,15601367,Richardson,597,Germany,Male,37,4,152691.33,2,0,0,173254.78,0
1368,15601368,Edwards,424,France,Male,31,7,75008.82,4,0,1,124509.19,0
1369,15601369,Cook,542,Germany,Female,27,3,177731.38,2,1,1,186055.77,0
1370,15601370,Robinson,702,Germany,Male,28,5,0,1,0,0,24832.57,1
1371,15601371,Rogers,697,France,Female,44,6,0,1,1,0,84499.94,0
1372,15601372,Jackson,776,Spain,Female,36,3,0,4,0,0,102935.31,1
1373,15601373,Young,656,France,Female,39,10,166318.56,1,1,0,9402.34,0
1374,15601374,King,699,Germany,Female,37,6,0,2,1,0,2882.32,0
1375,15601375,Robinson,511,France,Female,26,8,224191.27,2,1,1,192944.72,0
1376,15601376,Mitchell,762,Spain,Female,37,2,68203.99,1,1,1,156652.44,0
1377,15601377,Taylor,744,France,Female,46,5,154876.11,3,0,1,32061.35,1
1378,15601378,Taylor,427,France,Female,40,6,241440.15,2,1,1,26876.33,0
1379,15601379,Jones,549,France,Male,43,1,32152.04,2,1,1,198667.31,1
1380,15601380,Collins,357,France,Female,51,7,180632.09,1,0,0,115568.46,0
1381,15601381,Allen,577,Germany,Male,44,2,248611.85,1,0,1,15238.06,0
1382,15601382,Anderson,377,France,Female,33,3,186499.78,1,1,1,139285.14,0
1383,15601383,Cox,622,France,Female,51,5,246016.26,1,0,0,134348.57,0
1384,15601384,Jackson,607,France,Female,34,5,201259.82,1,0,1,50899.66,0
1385,15601385,Lewis,683,France,Male,50,1,36736.88,1,1,1,153947.06,0
1386,15601386,Richardson,724,Germany,Male,22,7,115213.21,2,0,1,129012.24,0
1387,15601387,Anderson,600,France,Male,45,6,174419.92,2,1,0,131010.03,1
1388,15601388,Jones,660,Germany,Male,27,0,71183.18,1,1,0,65005.31,0
1389,15601389,Wilson,486,Spain,Male,33,4,12835.67,2,0,0,143029.0,0
1390,15601390,Nelson,608,France,Male,43,6,0,1,1,1,52384.09,1
1391,15601391,Collins,457,Germany,Female,32,9,62186.25,2,0,1,48191.69,0
1392,15601392,Wilson,624,France,Female,26,8,186481.87,2,1,0,176954.52,0
1393,15601393,Rogers,381,France,Female,21,7,35116.99,2,1,1,46517.38,0
1394,15601394,Cooper,656,Spain,Female,38,4,0,1,0,1,32555.28,0
1395,15601395,Stewart,755,France,Male,51,7,17220.05,1,0,0,103417.92,0
1396,15601396,Brown,714,Spain,Male,35,2,0,1,0,0,35154.05,1
1397,15601397,Jones,704,Spain,Female,32,0,131901.56,2,1,1,24349.8,0
1398,15601398,Lewis,446,France,Male,38,4,24810.84,2,1,1,129974.3,0
1399,15601399,Garcia,651,Spain,Male,38,8,0,1,1,0,6984.76,0
1400,15601400,Howard,358,France,Female,29,2,10841.99,1,1,1,87510.2,1
1401,15601401,Johnson,812,Spain,Female,18,6,0,1,1,1,59824.03,0
1402,15601402,Garcia,710,Germany,Male,45,4,10380.56,1,1,1,154482.01,0
1403,15601403,Parker,664,France,Male,25,4,142950.66,2,1,0,77687.02,0
1404,15601404,Smith,620,France,Female,42,8,143300.99,2,1,1,156314.51,1
1405,15601405,Johnson,539,Germany,Female,41,1,146643.93,1,0,0,4466.54,1
1406,15601406,Green,801,Spain,Female,46,7,213824.83,2,0,1,2949.81,0
1407,15601407,Edwards,787,France,Female,58,7,96689.66,4,0,1,97333.86,1
1408,15601408,Garcia,693,Spain,Female,27,4,0,1,0,1,18390.24,0
1409,15601409,Wright,831,France,Female,39,7,90224.18,1,1,1,53286.7,0
1410,15601410,Edwards,527,Spain,Female,41,7,0,1,0,0,168979.81,1
1411,15601411,Young,604,Germany,Male,39,10,105831.63,2,1,1,190121.25,0
1412,15601412,Moore,773,France,Female,35,2,130743.68,2,1,0,11692.62,0
1413,15601413,Morgan,834,Germany,Male,41,7,0,1,1,1,1260.86,1
1414,15601414,Allen,832,Spain,Male,43,1,37880.48,1,0,1,177176.38,0
1415,15601415,Bell,394,France,Female,54,5,64579.06,2,0,0,39929.68,1
1416,15601416,Jones,764,France,Female,47,10,13529.4,1,0,1,112355.73,0
1417,15601417,Lewis,466,Germany,Male,40,6,152343.54,2,1,1,26310.08,1
1418,15601418,Nelson,742,France,Male,25,9,200327.57,1,1,0,160950.91,0
1419,15601419,Garcia,459,Germany,Male,45,2,94430.8,2,0,0,13754.42,0
1420,15601420,Moore,847,Germany,Female,38,7,71448.06,2,1,0,84138.92,1
1421,15601421,Clark,629,France,Female,24,3,247534.34,2,0,1,193527.7,0
1422,15601422,Jackson,545,Germany,Female,41,6,229601.08,1,0,1,163256.87,0
1423,15601423,Rivera,375,France,Female,30,5,0,2,0,0,108169.68,0
1424,15601424,Howard,516,France,Female,30,10,177960.92,2,0,0,19955.65,1
1425,15601425,Miller,586,Germany,Female,61,0,44157.81,2,1,1,10807.23,0
1426,15601426,Anderson,674,France,Female,53,3,85630.49,1,0,0,199634.69,0
1427,15601427,Bell,419,France,Female,41,5,0,1,1,0,15798.05,1
1428,15601428,Moore,791,Spain,Male,18,5,241986.98,2,1,1,126742.78,0
1429,15601429,Williams,574,France,Female,45,3,212685.95,2,1,1,128781.94,0
1430,15601430,Bell,734,Germany,Male,43,0,0,2,0,1,154569.09,1
1431,15601431,Bailey,809,Spain,Male,36,0,220788.85,2,1,0,14411.93,0
1432,15601432,Reed,815,France,Male,42,10,90834.58,2,1,1,151990.1,0
1433,15601433,Young,701,Spain,Male,46,0,24237.97,2,0,0,79560.67,0
1434,15601434,Edwards,380,France,Female,39,7,0,2,0,1,100192.78,0
1435,15601435,Martinez,716,Germany,Male,30,4,83621.62,4,0,0,567.34,1
1436,15601436,King,738,Germany,Male,25,5,0,2,0,0,98648.21,0
1437,15601437,Walker,480,France,Female,38,8,71145.08,2,0,0,157851.87,1
1438,15601438,Miller,385,France,Male,41,9,19560.12,1,0,1,48863.97,0
1439,15601439,Collins,634,Germany,Female,37,1,31212.7,1,0,0,56324.18,0
1440,15601440,Baker,521,Germany,Female,42,5,215730.37,1,1,1,33505.8,1
1441,15601441,Lee,564,Spain,Male,43,2,119817.55,1,1,1,196653.47,0
1442,15601442,Bailey,655,France,Female,18,1,31800.19,1,0,0,37816.99,0
1443,15601443,Anderson,400,Spain,Male,56,8,198562.32,3,0,1,113109.46,1
1444,15601444,Howard,407,Spain,Male,45,8,99142.81,1,1,1,138051.87,0
1445,15601445,Rivera,703,France,Male,32,5,230120.28,2,0,0,109498.9,0
1446,15601446,Wilson,610,Germany,Female,20,2,0,3,1,0,131470.33,0
1447,15601447,Martinez,436,Spain,Female,38,8,0,1,0,0,132496.0,1
1448,15601448,Harris,395,France,Female,39,4,167160.08,3,0,0,84295.57,0
1449,15601449,Young,645,Spain,Male,32,10,0,2,0,1,187414.6,0
1450,15601450,Jackson,786,France,Female,22,7,96202.06,2,0,0,74590.6,0
1451,15601451,Howard,738,France,Male,18,6,0,2,0,1,143047.38,0
1452,15601452,Adams,583,France,Female,47,9,33028.91,1,0,0,130351.39,0
1453,15601453,Garcia,562,Spain,Male,27,9,19810.39,2,0,0,188816.03,1
1454,15601454,Lee,781,Germany,Female,38,1,158821.3,1,0,0,187770.84,0
1455,15601455,Smith,606,France,Female,28,6,211944.31,2,0,1,46780.69,0
1456,15601456,Wilson,393,Spain,Female,33,5,96800.92,1,1,1,131204.47,0
1457,15601457,Green,550,Germany,Female,31,3,146212.69,1,1,0,90725.98,1
1458,15601458,Anderson,547,France,Male,33,1,0,1,1,0,183921.05,0
1459,15601459,Morgan,634,Spain,Female,34,8,214036.09,3,1,0,147978.51,0
1460,15601460,Wilson,677,France,Female,32,1,167923.6,1,0,0,111942.01,0
1461,15601461,Martinez,718,Germany,Female,62,2,223351.22,1,0,0,49111.41,0
1462,15601462,Williams,764,Spain,Male,28,1,179537.4,2,1,1,5608.93,0
1463,15601463,Clark,539,Germany,Female,48,4,129851.08,1,1,1,189391.38,1
